id,state,chamber,committee,subcommittee,parent_id
CAC000442,ca,upper,Select Committee on Legislative Ethics,,
CAC000445,ca,upper,Select Committee on Public Safety,,
CAC000444,ca,upper,Select Committee on Public Employment and Retirement,,
CAC000446,ca,upper,Select Committee on Rules,,
CAC000282,ca,upper,Standing Committee on Insurance,,
CAC000459,ca,upper,Standing Committee on Budget and Fiscal Review,Subcommittee No. 3 on Health and Human Services,CAC000272
CAC000456,ca,upper,Standing Committee on Appropriations,Fiscal Oversight and Bonded Indebtedness,CAC000270
CAC000426,ca,upper,Select Committee on Agriculture,,
CAC000427,ca,upper,Select Committee on Appropriations,,
CAC000429,ca,upper,Select Committee on Budget and Fiscal Review,,
CAC000430,ca,upper,"Select Committee on Business, Professions and Economic Development",,
CAC000431,ca,upper,Select Committee on Education,,
CAC000433,ca,upper,"Select Committee on Energy, Utilities and Communications",,
CAC000435,ca,upper,Select Committee on Governance and Finance,,
CAC000436,ca,upper,Select Committee on Governmental Organization,,
CAC000437,ca,upper,Select Committee on Health,,
CAC000443,ca,upper,Select Committee on Natural Resources and Water,,
CAC000447,ca,upper,Select Committee on Transportation and Housing,,
CAC000498,ca,upper,Select Committee on Asian Pacific Islander Affairs,,
CAC000458,ca,upper,Standing Committee on Budget and Fiscal Review,"Subcommittee No. 2 on Resources, Environmental Protection, Energy and Transportation",CAC000272
CAC000461,ca,upper,Standing Committee on Budget and Fiscal Review,"Subcommittee No. 5 on Corrections, Public Safety and the Judiciary",CAC000272
CAC000457,ca,upper,Standing Committee on Budget and Fiscal Review,Subcommittee No. 1 on Education,CAC000272
CAC000497,ca,upper,Select Committee on Air Quality,,
