id,state,chamber,committee,subcommittee,parent_id
PAC000260,pa,upper,Finance,,
PAC000262,pa,upper,Game & Fisheries,,
PAC000018,pa,upper,Banking & Insurance,,
PAC000020,pa,upper,Law & Justice,,
PAC000252,pa,upper,Transportation,,
PAC000253,pa,upper,Judiciary,,
PAC000255,pa,upper,Local Government,,
PAC000266,pa,upper,Intergovernmental Operations,,
PAC000254,pa,upper,Veterans Affairs & Emergency Preparedness,,
PAC000006,pa,upper,Public Health & Welfare,,
PAC000009,pa,upper,Consumer Protection & Professional Licensure,,
PAC000256,pa,upper,Appropriations,,
PAC000011,pa,upper,Rules & Executive Nominations,,
