state,session,chamber,bill_id,date,action,actor,type
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Public Safety and Homeland Security  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Motion to Adopt adopted Roll Call 153,lower,amendment:passed
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Newton (C)  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Motion to Adopt adopted Roll Call 154,lower,amendment:passed
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 155,lower,bill:passed
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Cosponsors Added,lower,other
al,2011rs,lower,HB 102,2011-03-31 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 102,2011-04-27 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 102,2011-04-06 00:00:00,Read for the first time and referred to the Senate committee on Judiciary,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 102,2011-06-02 00:00:00,Third Reading Carried Over,upper,other
al,2011rs,lower,HB 102,2011-06-02 00:00:00,Singleton motion to Carry Over Temporarily adopted Voice Vote,upper,other
al,2011rs,lower,HB 102,2011-06-02 00:00:00,Further Consideration,upper,other
al,2011rs,lower,HB 103,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Health,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 104,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Agriculture and Forestry,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 104,2011-03-09 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 104,2011-03-31 00:00:00,Third reading on day 5 Favorable from Agriculture and Forestry with 1 substitute,lower,committee:passed:favorable
al,2011rs,lower,HB 104,2011-03-31 00:00:00,Agriculture and Forestry Substitute Offered,lower,amendment:introduced
al,2011rs,lower,HB 104,2011-03-31 00:00:00,Motion to Adopt adopted Roll Call 140,lower,amendment:passed
al,2011rs,lower,HB 104,2011-03-31 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 141,lower,bill:passed
al,2011rs,lower,HB 104,2011-03-31 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 104,2011-04-06 00:00:00,Read for the first time and referred to the Senate committee on Governmental Affairs,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 104,2011-04-26 00:00:00,Read for the second time and placed on the calendar  2 amendments,upper,bill:reading:2
al,2011rs,lower,HB 104,2011-04-26 00:00:00,Pending third reading on day 19 Favorable from Governmental Affairs with 2 amendments,upper,committee:passed:favorable
al,2011rs,lower,HB 104,2011-04-26 00:00:00,Governmental Affairs second Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 104,2011-04-26 00:00:00,Governmental Affairs first Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 105,2011-03-01 00:00:00,"Read for the first time and referred to the House of Representatives committee on Transportation, Utilities and Infrastructure",lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 105,2011-03-24 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 105,2011-04-21 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 105,2011-04-21 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 459,lower,bill:passed
al,2011rs,lower,HB 105,2011-04-27 00:00:00,"Read for the first time and referred to the Senate committee on Commerce, Transportation, and Utilities",upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 105,2011-05-03 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 994,upper,bill:passed
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Passed Second House,upper,bill:passed
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Enrolled,upper,other
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Clerk of the House Certification,upper,other
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Signature Requested,upper,other
al,2011rs,lower,HB 105,2011-06-02 00:00:00,Assigned Act No. 2011-540 on 06/09/2011.,upper,other
al,2011rs,lower,HB 105,2011-06-02 00:00:00,"Forwarded to Governor at 6:50 p.m. on June 2, 2011.",upper,governor:received
al,2011rs,lower,HB 106,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Commerce and Small Business,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 106,2011-03-09 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 106,2011-05-05 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 106,2011-05-05 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 741,lower,bill:passed
al,2011rs,lower,HB 106,2011-05-24 00:00:00,Read for the first time and referred to the Senate committee on Judiciary,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 106,2011-05-25 00:00:00,Read for the second time and placed on the calendar with 1 substitute and,upper,bill:reading:2
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Judiciary first Substitute Offered,upper,amendment:introduced
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Motion to Adopt adopted Roll Call 824,upper,amendment:passed
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 825,upper,bill:passed
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Concurrence Requested,upper,other
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Clouse motion to Concur In and Adopt adopted Roll Call 978,upper,bill:passed
al,2011rs,lower,HB 106,2011-05-31 00:00:00,Enrolled,upper,other
al,2011rs,lower,HB 106,2011-06-01 00:00:00,Concurred in Second House Amendment,upper,other
al,2011rs,lower,HB 106,2011-06-01 00:00:00,Signature Requested,upper,other
al,2011rs,lower,HB 106,2011-06-01 00:00:00,Clerk of the House Certification,upper,other
al,2011rs,lower,HB 106,2011-06-01 00:00:00,Assigned Act No. 2011-612.,upper,other
al,2011rs,lower,HB 106,2011-06-01 00:00:00,"Delivered to Governor at 11:30 a.m. on June 1, 2011.",upper,governor:received
al,2011rs,lower,HB 107,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Health,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 107,2011-03-09 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 107,2011-03-31 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 107,2011-03-31 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 134,lower,bill:passed
al,2011rs,lower,HB 107,2011-04-06 00:00:00,Read for the first time and referred to the Senate committee on Health,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 107,2011-04-14 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 107,2011-04-14 00:00:00,Pending third reading on day 16 Favorable from Health,upper,committee:passed:favorable
al,2011rs,lower,HB 108,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Health,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 108,2011-04-06 00:00:00,Read for the second time and placed on the calendar with 1 substitute and,lower,bill:reading:2
al,2011rs,lower,HB 108,2011-04-21 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 108,2011-04-21 00:00:00,Health first Substitute Offered,lower,amendment:introduced
al,2011rs,lower,HB 108,2011-04-21 00:00:00,Motion to Adopt adopted Roll Call 401,lower,amendment:passed
al,2011rs,lower,HB 108,2011-04-21 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 402,lower,bill:passed
al,2011rs,lower,HB 108,2011-04-21 00:00:00,"DeMarco intended to vote ""Yea""",lower,other
al,2011rs,lower,HB 108,2011-04-21 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 108,2011-04-27 00:00:00,Read for the first time and referred to the Senate committee on Health,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 108,2011-05-05 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 1026,upper,bill:passed
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Passed Second House,upper,bill:passed
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Enrolled,upper,other
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Signature Requested,upper,other
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Clerk of the House Certification,upper,other
al,2011rs,lower,HB 108,2011-06-02 00:00:00,Assigned Act No. 2011-541 on 06/09/2011.,upper,other
al,2011rs,lower,HB 108,2011-06-02 00:00:00,"Delivered to Governor at 7:30 p.m. on June 2, 2011.",upper,governor:received
al,2011rs,lower,HB 109,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Health,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 11,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on County and Municipal Government,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 110,2011-03-01 00:00:00,"Read for the first time and referred to the House of Representatives committee on Transportation, Utilities and Infrastructure",lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 110,2011-03-24 00:00:00,Read for the second time and placed on the calendar with 1 substitute and,lower,bill:reading:2
al,2011rs,lower,HB 110,2011-06-01 00:00:00,Indefinitely Postponed,lower,bill:failed
al,2011rs,lower,HB 110,2011-06-01 00:00:00,"Transportation, Utilities and Infrastructure first Substitute Offered",lower,amendment:introduced
al,2011rs,lower,HB 111,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Health,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 111,2011-04-27 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 111,2011-06-01 00:00:00,Indefinitely Postponed,lower,bill:failed
al,2011rs,lower,HB 112,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on County and Municipal Government,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 112,2011-03-24 00:00:00,Read for the second time and placed on the calendar  2 amendments,lower,bill:reading:2
al,2011rs,lower,HB 112,2011-05-05 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 112,2011-05-05 00:00:00,County and Municipal Government  Amendment #1 Offered,lower,amendment:introduced
al,2011rs,lower,HB 112,2011-05-05 00:00:00,Motion to Adopt adopted Roll Call 762,lower,amendment:passed
al,2011rs,lower,HB 112,2011-05-05 00:00:00,C&MG  Amendment #2 Offered,lower,amendment:introduced
al,2011rs,lower,HB 112,2011-05-05 00:00:00,Motion to Adopt adopted Roll Call 763,lower,amendment:passed
al,2011rs,lower,HB 112,2011-05-05 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 764,lower,bill:passed
al,2011rs,lower,HB 112,2011-05-05 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 112,2011-05-24 00:00:00,Read for the first time and referred to the Senate committee on Governmental Affairs,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 112,2011-05-25 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 112,2011-05-25 00:00:00,County and Municipal Government second Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 112,2011-05-25 00:00:00,Pending third reading on day 26 Favorable from Governmental Affairs,upper,committee:passed:favorable
al,2011rs,lower,HB 112,2011-05-25 00:00:00,County and Municipal Government first Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 113,2011-03-01 00:00:00,"Read for the first time and referred to the House of Representatives committee on Transportation, Utilities and Infrastructure",lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 113,2011-03-24 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 113,2011-04-07 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 113,2011-04-07 00:00:00,Hill  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 113,2011-04-07 00:00:00,Motion to Adopt adopted Roll Call 210,lower,amendment:passed
al,2011rs,lower,HB 113,2011-04-07 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 211,lower,bill:passed
al,2011rs,lower,HB 113,2011-04-07 00:00:00,"Laird intended to vote ""Yea""",lower,other
al,2011rs,lower,HB 113,2011-04-07 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 113,2011-04-12 00:00:00,"Read for the first time and referred to the Senate committee on Commerce, Transportation, and Utilities",upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 113,2011-04-26 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 113,2011-04-26 00:00:00,"Pending third reading on day 19 Favorable from Commerce, Transportation, and Utilities",upper,committee:passed:favorable
al,2011rs,lower,HB 114,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Commerce and Small Business,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 115,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Agriculture and Forestry,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 115,2011-03-09 00:00:00,Read for the second time and placed on the calendar  1 amendment,lower,bill:reading:2
al,2011rs,lower,HB 115,2011-04-21 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 115,2011-04-21 00:00:00,Agriculture and Forestry  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 115,2011-04-21 00:00:00,Motion to Adopt adopted Roll Call 410,lower,amendment:passed
al,2011rs,lower,HB 115,2011-04-21 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 411,lower,bill:passed
al,2011rs,lower,HB 115,2011-04-21 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 115,2011-04-27 00:00:00,Read for the first time and referred to the Senate committee on Judiciary,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 115,2011-05-05 00:00:00,Read for the second time and placed on the calendar  1 amendment,upper,bill:reading:2
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Judiciary  Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Motion to Adopt adopted Roll Call 988,upper,amendment:passed
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 989,upper,bill:passed
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Concurrence Requested,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Ison motion to Concur In and Adopt adopted Roll Call 1114,upper,bill:passed
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Concurred in Second House Amendment,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Signature Requested,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Clerk of the House Certification,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Enrolled,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,Assigned Act No. 2011-542 on 06/09/2011.,upper,other
al,2011rs,lower,HB 115,2011-06-02 00:00:00,"Forwarded to Governor on June 2, 2011 at 8:00 p.m. on June 2, 2011.",upper,governor:received
al,2011rs,lower,HB 116,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Commerce and Small Business,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 117,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on County and Municipal Government,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 117,2011-03-09 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 117,2011-03-31 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 117,2011-03-31 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 158,lower,bill:passed
al,2011rs,lower,HB 117,2011-04-06 00:00:00,Read for the first time and referred to the Senate committee on Governmental Affairs,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 117,2011-04-26 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 117,2011-04-26 00:00:00,Pending third reading on day 19 Favorable from Governmental Affairs,upper,committee:passed:favorable
al,2011rs,lower,HB 118,2011-03-01 00:00:00,"Read for the first time and referred to the House of Representatives committee on Boards, Agencies and Commissions",lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 118,2011-03-03 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 118,2011-03-29 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 118,2011-03-29 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 113,lower,bill:passed
al,2011rs,lower,HB 118,2011-03-31 00:00:00,Read for the first time and referred to the Senate committee on Fiscal Responsibility and Accountability,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 118,2011-04-07 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 118,2011-04-14 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 118,2011-04-14 00:00:00,Williams first Substitute Offered,upper,amendment:introduced
al,2011rs,lower,HB 118,2011-04-14 00:00:00,Motion to Adopt adopted Roll Call 284,upper,amendment:passed
al,2011rs,lower,HB 118,2011-04-14 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 285,upper,bill:passed
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Concurrence Requested,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Sanderford motion to Concur In and Adopt adopted Roll Call 386,upper,bill:passed
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Concurred in Second House Amendment,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Signature Requested,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Enrolled,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Clerk of the House Certification,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,Assigned Act No. 2011-174.,upper,other
al,2011rs,lower,HB 118,2011-04-21 00:00:00,"Delivered to Governor at 2:15 p.m. on April 21, 2011.",upper,governor:received
al,2011rs,lower,HB 119,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Public Safety and Homeland Security,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 119,2011-03-31 00:00:00,Read for the second time and placed on the calendar  1 amendment,lower,bill:reading:2
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Public Safety and Homeland Security  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Rich motion to Table adopted Roll Call 840,lower,amendment:passed
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Rich first Substitute Offered,lower,amendment:introduced
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Motion to Adopt adopted Roll Call 841,lower,amendment:passed
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 842,lower,bill:passed
al,2011rs,lower,HB 119,2011-05-24 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 119,2011-05-26 00:00:00,Read for the first time and referred to the Senate committee on Governmental Affairs,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 119,2011-05-31 00:00:00,Read for the second time and placed on the calendar,upper,bill:reading:2
al,2011rs,lower,HB 119,2011-05-31 00:00:00,Pending third reading on day 28 Favorable from Governmental Affairs,upper,committee:passed:favorable
al,2011rs,lower,HB 12,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on County and Municipal Government,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 12,2011-03-03 00:00:00,Read for the second time and placed on the calendar,lower,bill:reading:2
al,2011rs,lower,HB 12,2011-04-19 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 12,2011-04-19 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 318,lower,bill:passed
al,2011rs,lower,HB 12,2011-04-19 00:00:00,Read for the first time and referred to the Senate committee on Governmental Affairs,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 12,2011-04-26 00:00:00,Read for the second time and placed on the calendar  1 amendment,upper,bill:reading:2
al,2011rs,lower,HB 12,2011-04-26 00:00:00,Pending third reading on day 19 Favorable from Governmental Affairs with 1 amendment,upper,committee:passed:favorable
al,2011rs,lower,HB 12,2011-04-26 00:00:00,Governmental Affairs first Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 120,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Public Safety and Homeland Security,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 121,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Judiciary,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 122,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Ways and Means General Fund,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 123,2011-03-01 00:00:00,Read for the first time and referred to the House of Representatives committee on Ways and Means Education,lower,bill:reading:1|committee:referred
al,2011rs,lower,HB 123,2011-04-06 00:00:00,Read for the second time and placed on the calendar with 1 substitute and,lower,bill:reading:2
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Third Reading Passed,lower,bill:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Ways and Means Education first Substitute Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Motion to Adopt adopted Roll Call 237,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Love  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Motion to Adopt adopted Roll Call 238,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Hubbard (J)  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Love motion to Table adopted Roll Call 239,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Knight 1st Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Motion to Adopt adopted Roll Call 240,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Lindsey motion to Table adopted Roll Call,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Lindsey  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Love motion to Table adopted Roll Call 241,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Burdine  Amendment Offered,lower,amendment:introduced
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Love motion to Table adopted Roll Call 242,lower,amendment:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 243,lower,bill:passed
al,2011rs,lower,HB 123,2011-04-12 00:00:00,Engrossed,lower,other
al,2011rs,lower,HB 123,2011-04-14 00:00:00,"Scott intended to vote ""Nay""",lower,other
al,2011rs,lower,HB 123,2011-04-14 00:00:00,Read for the first time and referred to the Senate committee on Finance and Taxation Education,upper,bill:reading:1|committee:referred
al,2011rs,lower,HB 123,2011-04-27 00:00:00,Read for the second time and placed on the calendar  with 1 substitute and 1 amendment,upper,bill:reading:2
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Third Reading Passed,upper,bill:passed
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Finance and Taxation Education first Substitute Offered..,upper,amendment:introduced
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Finance and Taxation Education first Substitute adopted Roll Call 512..,upper,bill:substituted
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Finance and Taxation Education first Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Finance and Taxation Education Amendment adopted voice vote.,upper,amendment:passed
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Irons  Amendment Offered.,upper,amendment:introduced
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Pittman motion to Table Irons  Amendment adopted Roll Call 513.,upper,amendment:passed
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Orr  Amendment Offered,upper,amendment:introduced
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Pittman motion to Table adopted Voice Vote,upper,amendment:passed
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Motion to Read a Third Time and Pass adopted Roll Call 514,upper,bill:passed
al,2011rs,lower,HB 123,2011-05-03 00:00:00,Marsh tabled Marsh to reconsider passage vote,upper,other
al,2011rs,lower,HB 123,2011-05-04 00:00:00,Concurrence Requested,upper,other
al,2011rs,lower,HB 123,2011-05-04 00:00:00,"Love motion to Non Concur and Appoint Conference Committee adopted Roll Call 627 House appoints  House appoints  Barton, Love and Hall",upper,other
al,2011rs,lower,HB 123,2011-05-05 00:00:00,Conference Committee Requested,upper,other
